Country,File Paths ,Year,Values
Nicaragua,Total production,1/1/2007,1905.6714
Nigeria,Total production,1/1/2007,42.1658
Panama,Total production,1/1/2007,176.0553
Sierra Leone,Total production,1/1/2007,40.0011
Sri Lanka,Total production,1/1/2007,33.4906
Thailand,Total production,1/1/2007,650.4208
Togo,Total production,1/1/2007,125.131
Trinidad & Tobago,Total production,1/1/2007,12.1349
Uganda,Total production,1/1/2007,3489.648
Venezuela,Total production,1/1/2007,1520.4505
Viet Nam,Total production,1/1/2007,16405.0988
Yemen,Total production,1/1/2007,197.9537
Angola,Domestic consumption,1/1/2007,30
Bolivia (Plurinational State of),Domestic consumption,1/1/2007,43.5
Brazil,Domestic consumption,1/1/2007,17110
Burundi,Domestic consumption,1/1/2007,1.357
Ecuador,Domestic consumption,1/1/2007,150
Indonesia,Domestic consumption,1/1/2007,3333
Madagascar,Domestic consumption,1/1/2007,467
Malawi,Domestic consumption,1/1/2007,1
Papua New Guinea,Domestic consumption,1/1/2007,2
Paraguay,Domestic consumption,1/1/2007,20
Peru,Domestic consumption,1/1/2007,220
Rwanda,Domestic consumption,1/1/2007,1
Timor-Leste,Domestic consumption,1/1/2007,0
Zimbabwe,Domestic consumption,1/1/2007,4
Congo,Domestic consumption,1/1/2007,3
Cuba,Domestic consumption,1/1/2007,224
Dominican Republic,Domestic consumption,1/1/2007,378
Haiti,Domestic consumption,1/1/2007,340
Philippines,Domestic consumption,1/1/2007,1060
Tanzania,Domestic consumption,1/1/2007,47
Zambia,Domestic consumption,1/1/2007,1
Benin,Domestic consumption,1/1/2007,0
Cameroon,Domestic consumption,1/1/2007,69
Central African Republic,Domestic consumption,1/1/2007,3.333
Colombia,Domestic consumption,1/1/2007,1280.923
Costa Rica,Domestic consumption,1/1/2007,375
Côte d'Ivoire,Domestic consumption,1/1/2007,317
Democratic Republic of Congo,Domestic consumption,1/1/2007,200
El Salvador,Domestic consumption,1/1/2007,250.5
Equatorial Guinea,Domestic consumption,1/1/2007,0
Ethiopia,Domestic consumption,1/1/2007,2894
Gabon,Domestic consumption,1/1/2007,0.3
Ghana,Domestic consumption,1/1/2007,2
Guatemala,Domestic consumption,1/1/2007,300
Guinea,Domestic consumption,1/1/2007,50
Guyana,Domestic consumption,1/1/2007,7
Honduras,Domestic consumption,1/1/2007,245
India,Domestic consumption,1/1/2007,1350
Jamaica,Domestic consumption,1/1/2007,9
Kenya,Domestic consumption,1/1/2007,50
Lao People's Democratic Republic,Domestic consumption,1/1/2007,140
Liberia,Domestic consumption,1/1/2007,5
Mexico,Domestic consumption,1/1/2007,2200
Nepal,Domestic consumption,1/1/2007,0
Nicaragua,Domestic consumption,1/1/2007,191.645
Nigeria,Domestic consumption,1/1/2007,40
Panama,Domestic consumption,1/1/2007,67
Sierra Leone,Domestic consumption,1/1/2007,5
Sri Lanka,Domestic consumption,1/1/2007,30
Thailand,Domestic consumption,1/1/2007,550
Togo,Domestic consumption,1/1/2007,2
Trinidad & Tobago,Domestic consumption,1/1/2007,11
Uganda,Domestic consumption,1/1/2007,180.25
Venezuela,Domestic consumption,1/1/2007,1582.33
Viet Nam,Domestic consumption,1/1/2007,938
Yemen,Domestic consumption,1/1/2007,130
Angola,Exportable production,1/1/2007,5.631
Bolivia (Plurinational State of),Exportable production,1/1/2007,72.5292
Brazil,Exportable production,1/1/2007,21801.4571
Burundi,Exportable production,1/1/2007,131.499
Ecuador,Exportable production,1/1/2007,800.4028
Indonesia,Exportable production,1/1/2007,4443.5557
Madagascar,Exportable production,1/1/2007,147.1661
Malawi,Exportable production,1/1/2007,17.812
Papua New Guinea,Exportable production,1/1/2007,965.7113
Paraguay,Exportable production,1/1/2007,18.6339
Peru,Exportable production,1/1/2007,2842.9307
Rwanda,Exportable production,1/1/2007,223.0446
Timor-Leste,Exportable production,1/1/2007,36.3032
Zimbabwe,Exportable production,1/1/2007,27.2441
Congo,Exportable production,1/1/2007,0
Cuba,Exportable production,1/1/2007,0
Dominican Republic,Exportable production,1/1/2007,86.9084
Haiti,Exportable production,1/1/2007,19.4114
Philippines,Exportable production,1/1/2007,0
Tanzania,Exportable production,1/1/2007,762.7958
Zambia,Exportable production,1/1/2007,60.4737
Benin,Exportable production,1/1/2007,0
Cameroon,Exportable production,1/1/2007,726.3046
Central African Republic,Exportable production,1/1/2007,40.134
Colombia,Exportable production,1/1/2007,11234.1744
Costa Rica,Exportable production,1/1/2007,1422.1373
Côte d'Ivoire,Exportable production,1/1/2007,1021.1445
Democratic Republic of Congo,Exportable production,1/1/2007,215.9287
El Salvador,Exportable production,1/1/2007,1254.4911
Equatorial Guinea,Exportable production,1/1/2007,0
Ethiopia,Exportable production,1/1/2007,3072.6796
Gabon,Exportable production,1/1/2007,0.421
Ghana,Exportable production,1/1/2007,32.6644
Guatemala,Exportable production,1/1/2007,3799.6768
Guinea,Exportable production,1/1/2007,272.6894
Guyana,Exportable production,1/1/2007,1.6174
Honduras,Exportable production,1/1/2007,3394.7929
India,Exportable production,1/1/2007,3016.6594
Jamaica,Exportable production,1/1/2007,11.1766
Kenya,Exportable production,1/1/2007,602.105
Lao People's Democratic Republic,Exportable production,1/1/2007,253.123
Liberia,Exportable production,1/1/2007,1.8511
Mexico,Exportable production,1/1/2007,1950.3183
Nepal,Exportable production,1/1/2007,1.2574
Nicaragua,Exportable production,1/1/2007,1714.0264
Nigeria,Exportable production,1/1/2007,2.1658
Panama,Exportable production,1/1/2007,109.0553
Sierra Leone,Exportable production,1/1/2007,35.0011
Sri Lanka,Exportable production,1/1/2007,3.4906
Thailand,Exportable production,1/1/2007,100.4208
Togo,Exportable production,1/1/2007,123.131
Trinidad & Tobago,Exportable production,1/1/2007,1.1349
Uganda,Exportable production,1/1/2007,3309.398
Venezuela,Exportable production,1/1/2007,0
Viet Nam,Exportable production,1/1/2007,15467.0988
Yemen,Exportable production,1/1/2007,67.9537
Angola,Gross Opening stocks,1/1/2007,40
Bolivia (Plurinational State of),Gross Opening stocks,1/1/2007,0
Brazil,Gross Opening stocks,1/1/2007,18470
Burundi,Gross Opening stocks,1/1/2007,150.497
Ecuador,Gross Opening stocks,1/1/2007,7.5
Indonesia,Gross Opening stocks,1/1/2007,30
Madagascar,Gross Opening stocks,1/1/2007,8.333
Malawi,Gross Opening stocks,1/1/2007,2
Papua New Guinea,Gross Opening stocks,1/1/2007,80.127
Paraguay,Gross Opening stocks,1/1/2007,6
Peru,Gross Opening stocks,1/1/2007,16
Rwanda,Gross Opening stocks,1/1/2007,17
Timor-Leste,Gross Opening stocks,1/1/2007,0
Zimbabwe,Gross Opening stocks,1/1/2007,5
Congo,Gross Opening stocks,1/1/2007,0
Cuba,Gross Opening stocks,1/1/2007,22
Dominican Republic,Gross Opening stocks,1/1/2007,45
Haiti,Gross Opening stocks,1/1/2007,0
Philippines,Gross Opening stocks,1/1/2007,50
Tanzania,Gross Opening stocks,1/1/2007,18.383
Zambia,Gross Opening stocks,1/1/2007,0
Benin,Gross Opening stocks,1/1/2007,0
Cameroon,Gross Opening stocks,1/1/2007,40.116
Central African Republic,Gross Opening stocks,1/1/2007,5
Colombia,Gross Opening stocks,1/1/2007,1538.639
Costa Rica,Gross Opening stocks,1/1/2007,100
Côte d'Ivoire,Gross Opening stocks,1/1/2007,1228.586
Democratic Republic of Congo,Gross Opening stocks,1/1/2007,0
El Salvador,Gross Opening stocks,1/1/2007,54
Equatorial Guinea,Gross Opening stocks,1/1/2007,0
Ethiopia,Gross Opening stocks,1/1/2007,933
Gabon,Gross Opening stocks,1/1/2007,0
Ghana,Gross Opening stocks,1/1/2007,3
Guatemala,Gross Opening stocks,1/1/2007,30
Guinea,Gross Opening stocks,1/1/2007,4
Guyana,Gross Opening stocks,1/1/2007,0
Honduras,Gross Opening stocks,1/1/2007,98.14
India,Gross Opening stocks,1/1/2007,1471
Jamaica,Gross Opening stocks,1/1/2007,19.746
Kenya,Gross Opening stocks,1/1/2007,100
Lao People's Democratic Republic,Gross Opening stocks,1/1/2007,0
Liberia,Gross Opening stocks,1/1/2007,0
Mexico,Gross Opening stocks,1/1/2007,725
Nepal,Gross Opening stocks,1/1/2007,0
Nicaragua,Gross Opening stocks,1/1/2007,87.349
Nigeria,Gross Opening stocks,1/1/2007,0
Panama,Gross Opening stocks,1/1/2007,15
Sierra Leone,Gross Opening stocks,1/1/2007,2
Sri Lanka,Gross Opening stocks,1/1/2007,0
Thailand,Gross Opening stocks,1/1/2007,11
Togo,Gross Opening stocks,1/1/2007,20
Trinidad & Tobago,Gross Opening stocks,1/1/2007,0
Uganda,Gross Opening stocks,1/1/2007,280.151
Venezuela,Gross Opening stocks,1/1/2007,15
Viet Nam,Gross Opening stocks,1/1/2007,833
Yemen,Gross Opening stocks,1/1/2007,0
Angola,Exports,1/1/2007,5.631
Bolivia (Plurinational State of),Exports,1/1/2007,72.5292
Brazil,Exports,1/1/2007,28044.4571
Burundi,Exports,1/1/2007,276.846
Ecuador,Exports,1/1/2007,961.7028
Indonesia,Exports,1/1/2007,4417.5557
Madagascar,Exports,1/1/2007,155.4991
Malawi,Exports,1/1/2007,19.812
Papua New Guinea,Exports,1/1/2007,969.8383
Paraguay,Exports,1/1/2007,24.6339
Peru,Exports,1/1/2007,2657.9307
Rwanda,Exports,1/1/2007,223.0446
Timor-Leste,Exports,1/1/2007,36.3032
Zimbabwe,Exports,1/1/2007,32.2441
Congo,Exports,1/1/2007,0
Cuba,Exports,1/1/2007,4.8567
Dominican Republic,Exports,1/1/2007,79.9084
Haiti,Exports,1/1/2007,19.4114
Philippines,Exports,1/1/2007,12.6113
Tanzania,Exports,1/1/2007,767.9622
Zambia,Exports,1/1/2007,60.4737
Benin,Exports,1/1/2007,0
Cameroon,Exports,1/1/2007,549.0876
Central African Republic,Exports,1/1/2007,36.801
Colombia,Exports,1/1/2007,11556.5634
Costa Rica,Exports,1/1/2007,1402.1373
Côte d'Ivoire,Exports,1/1/2007,1665.4995
Democratic Republic of Congo,Exports,1/1/2007,215.9287
El Salvador,Exports,1/1/2007,1430.2911
Equatorial Guinea,Exports,1/1/2007,0
Ethiopia,Exports,1/1/2007,2805.6796
Gabon,Exports,1/1/2007,0.421
Ghana,Exports,1/1/2007,35.6644
Guatemala,Exports,1/1/2007,3821.6768
Guinea,Exports,1/1/2007,275.6894
Guyana,Exports,1/1/2007,1.6174
Honduras,Exports,1/1/2007,3394.7929
India,Exports,1/1/2007,3388.6594
Jamaica,Exports,1/1/2007,23.9226
Kenya,Exports,1/1/2007,627.105
Lao People's Democratic Republic,Exports,1/1/2007,253.123
Liberia,Exports,1/1/2007,1.8511
Mexico,Exports,1/1/2007,2555.3183
Nepal,Exports,1/1/2007,2.4793
Nicaragua,Exports,1/1/2007,1639.9644
Nigeria,Exports,1/1/2007,2.1658
Panama,Exports,1/1/2007,119.0553
Sierra Leone,Exports,1/1/2007,37.0011
Sri Lanka,Exports,1/1/2007,3.4906
Thailand,Exports,1/1/2007,150.4208
Togo,Exports,1/1/2007,134.131
Trinidad & Tobago,Exports,1/1/2007,1.1349
Uganda,Exports,1/1/2007,3209.995
Venezuela,Exports,1/1/2007,146.1205
Viet Nam,Exports,1/1/2007,15774.0988
Yemen,Exports,1/1/2007,67.9537
Angola,Total production,1/1/2001,20.69
Bolivia (Plurinational State of),Total production,1/1/2001,94.016
Brazil,Total production,1/1/2001,31365.0955
Burundi,Total production,1/1/2001,143.982
Ecuador,Total production,1/1/2001,792.847
Indonesia,Total production,1/1/2001,6833.356
Madagascar,Total production,1/1/2001,147.236
Malawi,Total production,1/1/2001,60.39
Papua New Guinea,Total production,1/1/2001,1062.593
Paraguay,Total production,1/1/2001,19.6
Peru,Total production,1/1/2001,2828.946
Rwanda,Total production,1/1/2001,295.51
Timor-Leste,Total production,1/1/2001,32.8539
Zimbabwe,Total production,1/1/2001,121.042
Congo,Total production,1/1/2001,3
Cuba,Total production,1/1/2001,284.974
Dominican Republic,Total production,1/1/2001,386.958
Haiti,Total production,1/1/2001,402.64
Philippines,Total production,1/1/2001,262.682
Tanzania,Total production,1/1/2001,624.089
Zambia,Total production,1/1/2001,99.672
Benin,Total production,1/1/2001,0
Cameroon,Total production,1/1/2001,685.677
Central African Republic,Total production,1/1/2001,68.172
Colombia,Total production,1/1/2001,11950.283
Costa Rica,Total production,1/1/2001,2246.7
Côte d'Ivoire,Total production,1/1/2001,3596.116
Democratic Republic of Congo,Total production,1/1/2001,423.184
El Salvador,Total production,1/1/2001,1693.966
Equatorial Guinea,Total production,1/1/2001,0
Ethiopia,Total production,1/1/2001,4044.24
Gabon,Total production,1/1/2001,0.822
Ghana,Total production,1/1/2001,7.285
Guatemala,Total production,1/1/2001,3668.96
Guinea,Total production,1/1/2001,235.979
Guyana,Total production,1/1/2001,5.2563
Honduras,Total production,1/1/2001,3036.252
India,Total production,1/1/2001,4810.413
Jamaica,Total production,1/1/2001,30.775
Kenya,Total production,1/1/2001,990.531
Lao People's Democratic Republic,Total production,1/1/2001,258.1452
Liberia,Total production,1/1/2001,11.833
Mexico,Total production,1/1/2001,4438.404
Nepal,Total production,1/1/2001,0
Nicaragua,Total production,1/1/2001,1078.752
Nigeria,Total production,1/1/2001,44.003
Panama,Total production,1/1/2001,159.939
Sierra Leone,Total production,1/1/2001,79.2
Sri Lanka,Total production,1/1/2001,31.531
Thailand,Total production,1/1/2001,714.5
Togo,Total production,1/1/2001,112.018
Trinidad & Tobago,Total production,1/1/2001,16.165
Uganda,Total production,1/1/2001,3157.777
Venezuela,Total production,1/1/2001,1264.613
Viet Nam,Total production,1/1/2001,13093.244
Yemen,Total production,1/1/2001,62.2185
Angola,Domestic consumption,1/1/2001,20
Bolivia (Plurinational State of),Domestic consumption,1/1/2001,36.5
Brazil,Domestic consumption,1/1/2001,13590
Burundi,Domestic consumption,1/1/2001,2
Ecuador,Domestic consumption,1/1/2001,200
Indonesia,Domestic consumption,1/1/2001,2000
Madagascar,Domestic consumption,1/1/2001,128
Malawi,Domestic consumption,1/1/2001,1
Papua New Guinea,Domestic consumption,1/1/2001,2
Paraguay,Domestic consumption,1/1/2001,20
Peru,Domestic consumption,1/1/2001,200
Rwanda,Domestic consumption,1/1/2001,2
Timor-Leste,Domestic consumption,1/1/2001,0
Zimbabwe,Domestic consumption,1/1/2001,4
Congo,Domestic consumption,1/1/2001,3
Cuba,Domestic consumption,1/1/2001,220
Dominican Republic,Domestic consumption,1/1/2001,340.198
Haiti,Domestic consumption,1/1/2001,340
Philippines,Domestic consumption,1/1/2001,821
Tanzania,Domestic consumption,1/1/2001,15
Zambia,Domestic consumption,1/1/2001,0.6
Benin,Domestic consumption,1/1/2001,0
Cameroon,Domestic consumption,1/1/2001,69
Central African Republic,Domestic consumption,1/1/2001,3
Colombia,Domestic consumption,1/1/2001,1267
Costa Rica,Domestic consumption,1/1/2001,375
Côte d'Ivoire,Domestic consumption,1/1/2001,316.667
Democratic Republic of Congo,Domestic consumption,1/1/2001,200
El Salvador,Domestic consumption,1/1/2001,153.3
Equatorial Guinea,Domestic consumption,1/1/2001,0
Ethiopia,Domestic consumption,1/1/2001,2121
Gabon,Domestic consumption,1/1/2001,0.3
Ghana,Domestic consumption,1/1/2001,1
Guatemala,Domestic consumption,1/1/2001,300
Guinea,Domestic consumption,1/1/2001,50
Guyana,Domestic consumption,1/1/2001,4.167
Honduras,Domestic consumption,1/1/2001,200
India,Domestic consumption,1/1/2001,1067
Jamaica,Domestic consumption,1/1/2001,10
Kenya,Domestic consumption,1/1/2001,50
Lao People's Democratic Republic,Domestic consumption,1/1/2001,0
Liberia,Domestic consumption,1/1/2001,5
Mexico,Domestic consumption,1/1/2001,1500
Nepal,Domestic consumption,1/1/2001,0
Nicaragua,Domestic consumption,1/1/2001,177.323
Nigeria,Domestic consumption,1/1/2001,40
Panama,Domestic consumption,1/1/2001,67
Sierra Leone,Domestic consumption,1/1/2001,5
Sri Lanka,Domestic consumption,1/1/2001,30
Thailand,Domestic consumption,1/1/2001,500
Togo,Domestic consumption,1/1/2001,2
Trinidad & Tobago,Domestic consumption,1/1/2001,14
Uganda,Domestic consumption,1/1/2001,141
Venezuela,Domestic consumption,1/1/2001,1234.07
Viet Nam,Domestic consumption,1/1/2001,460.865
Yemen,Domestic consumption,1/1/2001,0
Angola,Exportable production,1/1/2001,0.69
Bolivia (Plurinational State of),Exportable production,1/1/2001,57.516
Brazil,Exportable production,1/1/2001,17775.0955
Burundi,Exportable production,1/1/2001,141.982
Ecuador,Exportable production,1/1/2001,592.847
Indonesia,Exportable production,1/1/2001,4833.356
Madagascar,Exportable production,1/1/2001,19.236
Malawi,Exportable production,1/1/2001,59.39
Papua New Guinea,Exportable production,1/1/2001,1060.593
Paraguay,Exportable production,1/1/2001,0
Peru,Exportable production,1/1/2001,2628.946
Rwanda,Exportable production,1/1/2001,293.51
Timor-Leste,Exportable production,1/1/2001,32.8539
Zimbabwe,Exportable production,1/1/2001,117.042
Congo,Exportable production,1/1/2001,0
Cuba,Exportable production,1/1/2001,64.974
Dominican Republic,Exportable production,1/1/2001,46.76
Haiti,Exportable production,1/1/2001,62.64
Philippines,Exportable production,1/1/2001,0
Tanzania,Exportable production,1/1/2001,609.089
Zambia,Exportable production,1/1/2001,99.072
Benin,Exportable production,1/1/2001,0
Cameroon,Exportable production,1/1/2001,616.677
Central African Republic,Exportable production,1/1/2001,65.172
Colombia,Exportable production,1/1/2001,10683.283
Costa Rica,Exportable production,1/1/2001,1871.7
Côte d'Ivoire,Exportable production,1/1/2001,3279.449
Democratic Republic of Congo,Exportable production,1/1/2001,223.184
El Salvador,Exportable production,1/1/2001,1540.666
Equatorial Guinea,Exportable production,1/1/2001,0
Ethiopia,Exportable production,1/1/2001,1923.24
Gabon,Exportable production,1/1/2001,0.522
Ghana,Exportable production,1/1/2001,6.285
Guatemala,Exportable production,1/1/2001,3368.96
Guinea,Exportable production,1/1/2001,185.979
Guyana,Exportable production,1/1/2001,1.0893
Honduras,Exportable production,1/1/2001,2836.252
India,Exportable production,1/1/2001,3743.413
Jamaica,Exportable production,1/1/2001,20.775
Kenya,Exportable production,1/1/2001,940.531
Lao People's Democratic Republic,Exportable production,1/1/2001,258.1452
Liberia,Exportable production,1/1/2001,6.833
Mexico,Exportable production,1/1/2001,2938.404
Nepal,Exportable production,1/1/2001,0
Nicaragua,Exportable production,1/1/2001,901.429
Nigeria,Exportable production,1/1/2001,4.003
Panama,Exportable production,1/1/2001,92.939
Sierra Leone,Exportable production,1/1/2001,74.2
Sri Lanka,Exportable production,1/1/2001,1.531
Thailand,Exportable production,1/1/2001,214.5
Togo,Exportable production,1/1/2001,110.018
Trinidad & Tobago,Exportable production,1/1/2001,2.165
Uganda,Exportable production,1/1/2001,3016.777
Venezuela,Exportable production,1/1/2001,30.543
